cand,players,tag,salary,book_rank,book_rank_cov,sel_mean,sel_p194,aud_mean,aud_p194,gen_mean,book_rank_wemax,actual,actual_rank,actual_payout,e_payout,p_cash,p_top1000,p_top100,sim_mean,sim_q99,e_payout_capped,e_log
183,"00-0036389,00-0036912,00-0037248,00-0037809,00-0038393,00-0039040,00-0039849,00-0040735,JAX_DST",boom,49400,,,117.2476,0.001,117.2476,0.0012,117.2476,79.0,100.22,772415,0.0,2.2382,0.1668,0.0014,0.0,117.2476,177.23386,2.2382,0.3987094375950017
184,"00-0033921,00-0035685,00-0036040,00-0036963,00-0037239,00-0038563,00-0039139,00-0040743,PHI_DST",boom,49900,,,128.69948,0.0074,128.6995,0.008,128.6995,,186.0,53697,8.0,3.549,0.2995,0.0009,0.0002,128.69948,189.59546,3.399,0.7024854594889725
185,"00-0023459,00-0035640,00-0036894,00-0037664,00-0038542,00-0039040,00-0039849,00-0040666,JAX_DST",boom,49700,,,119.82511,0.0013,119.82511,0.0016,119.8251,,114.74,687640,0.0,5.5983,0.1982,0.0027,0.0005,119.82511,175.57048,3.3483,0.4818324582075249
186,"00-0035640,00-0036264,00-0036275,00-0036322,00-0037228,00-0038996,00-0039146,00-0040122,JAX_DST",boom,49300,,,120.770836,0.0026,120.770836,0.0028,120.77085,,173.57999999999998,114978,8.0,9.1629,0.2145,0.0043,0.0005,120.770836,178.64478,4.0629,0.5296447727961042
187,"00-0029604,00-0035261,00-0036912,00-0037291,00-0039040,00-0039066,00-0039139,00-0040129,JAX_DST",boom,49000,72.0,,122.09066,0.0017,122.09065,0.0018,122.09065,45.0,115.9,678592,0.0,2.1704,0.1909,0.0011,0.0,122.09066,176.82301,2.1704,0.4464481343636876
188,"00-0033106,00-0036040,00-0036963,00-0037240,00-0038454,00-0038544,00-0039139,00-0040735,JAX_DST",boom,49600,,,120.42017,0.0073,120.42019,0.0082,120.42017,,133.74,505505,0.0,2.5016,0.2003,0.0009,0.0002,120.42017,189.6284,2.5016,0.47296260979684923
189,"00-0034844,00-0035659,00-0036275,00-0036628,00-0036900,00-0039146,00-0039910,00-0040735,JAX_DST",boom,49300,,,116.21161,0.0011,116.21161,0.0013,116.211624,,100.46,771233,0.0,2.0014,0.1535,0.0012,0.0,116.21161,174.75172,2.0014,0.3663935418098028
190,"00-0036389,00-0036912,00-0036963,00-0037228,00-0037248,00-0038393,00-0039065,00-0041040,JAX_DST",boom,49400,,,116.9094,0.0018,116.9094,0.0016,116.9094,,137.42000000000002,464108,0.0,2.6611,0.1628,0.0009,0.0002,116.9094,177.57619,2.2611,0.38775733135014395
191,"00-0033293,00-0036252,00-0036442,00-0036554,00-0036900,00-0038129,00-0038542,00-0041069,JAX_DST",boom,49800,,,119.28951,0.0012,119.28951,0.0018,119.28951,,108.26,731257,0.0,2.3527,0.1774,0.0012,0.0003,119.28953,174.29788,2.2527,0.416114933420242
192,"00-0031588,00-0036555,00-0037248,00-0037809,00-0038393,00-0039064,00-0039910,00-0040666,JAX_DST",boom,49100,,,114.76263,0.0015,114.76261,0.0011,114.76261,,136.95999999999998,469343,0.0,2.1236,0.1458,0.0014,0.0001,114.76263,173.85342,2.0736,0.34973039639104525
193,"00-0033293,00-0035228,00-0035229,00-0036322,00-0036554,00-0037740,00-0038124,00-0040784,LAC_DST",boom,49100,49.0,,116.00233,0.0036,116.00233,0.0028,116.00233,,134.22,500095,0.0,4.6808,0.1812,0.0042,0.0006,116.00233,181.94522,3.7308,0.45478725137845377
194,"00-0034981,00-0036554,00-0037240,00-0037248,00-0039064,00-0039163,00-0040122,00-0040129,MIN_DST",boom,50000,,,115.16608,0.0008,115.16608,0.0012,115.16608,,145.56,371770,0.0,1.9224,0.1481,0.001,0.0,115.166084,172.12433,1.9224,0.3506839049363118
195,"00-0035644,00-0036322,00-0036973,00-0037228,00-0037239,00-0039064,00-0039139,00-0039376,LV_DST",boom,49800,,,121.51678,0.0045,121.51678,0.0046,121.51678,,181.4,72306,8.0,3.1587,0.2071,0.0021,0.0001,121.51678,186.5419,3.0587,0.4958238747831827
196,"00-0034829,00-0034960,00-0035685,00-0036442,00-0036900,00-0036919,00-0039915,00-0040719,JAX_DST",boom,49100,,,117.24822,0.0012,117.24824,0.0009,117.24822,,123.06,616171,0.0,1.7849,0.1582,0.0008,0.0,117.24822,174.86327,1.7849,0.36869725363958805
197,"00-0034844,00-0035228,00-0036322,00-0036410,00-0037740,00-0038994,00-0039811,00-0040584,JAX_DST",boom,49000,,,117.82535,0.0014,117.82535,0.002,117.82536,,87.12,810880,0.0,2.3125,0.1767,0.0016,0.0001,117.82535,178.36028,2.2625,0.4199386444690259
198,"00-0035640,00-0036265,00-0036554,00-0039064,00-0039918,00-0039919,00-0040122,00-0040126,JAX_DST",boom,49800,,,113.27,0.0006,113.27,0.0008,113.27,,154.16,278527,0.0,1.586,0.1276,0.0003,0.0001,113.27,169.05225,1.386,0.29734616048655965
199,"00-0033106,00-0036554,00-0036963,00-0036973,00-0037240,00-0039065,00-0039139,00-0040237,CLE_DST",boom,50000,14.0,2.0,125.43392,0.0165,125.43394,0.0167,125.43395,15.0,136.64,473058,0.0,109.2324,0.2789,0.0068,0.0014,125.43392,200.0835,6.5824,0.7093997639795206
200,"00-0031588,00-0032764,00-0036963,00-0037742,00-0037744,00-0038555,00-0039910,00-0039915,LV_DST",boom,49800,,,107.700424,0.0002,107.70041,0.0001,107.700424,,157.16,248041,0.0,0.8462,0.0805,0.0002,0.0,107.700424,164.32121,0.8462,0.18612599834298024
201,"00-0032764,00-0036355,00-0036912,00-0037744,00-0038573,00-0039915,00-0040663,00-0040666,JAX_DST",boom,49500,,,114.50486,0.0018,114.504875,0.0017,114.50485,,130.95999999999998,535763,0.0,1.6598,0.1381,0.001,0.0,114.50486,175.84178,1.6598,0.32620494125810445
202,"00-0036259,00-0036355,00-0037248,00-0037744,00-0038393,00-0038544,00-0039915,00-0040666,JAX_DST",boom,49300,,,115.433365,0.0035,115.433365,0.0037,115.433365,,109.16,725606,0.0,103.5274,0.1695,0.0022,0.0003,115.433365,183.5631,2.7774,0.4108825716666501
203,"00-0034857,00-0035659,00-0035685,00-0036555,00-0038933,00-0039139,00-0039146,00-0039901,JAX_DST",boom,49100,,,112.88722,0.0004,112.88722,0.0008,112.887215,,172.36,122820,8.0,101.9909,0.1212,0.001,0.0003,112.88722,167.75604,1.7909,0.2878781890961523
204,"00-0034827,00-0036040,00-0036973,00-0037239,00-0037240,00-0037248,00-0038994,00-0040743,JAX_DST",boom,49900,67.0,71.0,122.36821,0.0068,122.36821,0.0061,122.36821,50.0,145.0,378137,0.0,112.191,0.2355,0.0042,0.0009,122.36821,189.54077,4.391,0.5800859756410577
205,"00-0036275,00-0036322,00-0036555,00-0037228,00-0039918,00-0039919,00-0040126,00-0040735,PHI_DST",boom,50000,6.0,6.0,120.35106,0.0088,120.351074,0.0097,120.351074,6.0,159.56,224966,0.0,24.3406,0.2384,0.0115,0.0022,120.35106,192.62119,8.4406,0.6296191793475099
206,"00-0034855,00-0036223,00-0036900,00-0036963,00-0038129,00-0039589,00-0040124,00-0040719,LV_DST",boom,50000,,,123.07415,0.0023,123.074165,0.0013,123.07415,,112.54,703588,0.0,2.2766,0.2008,0.001,0.0,123.07415,179.39723,2.2766,0.46862429973116476
207,"00-0033921,00-0034855,00-0036900,00-0038542,00-0038933,00-0039746,00-0039915,00-0040129,NYJ_DST",boom,49900,,,114.907974,0.002,114.90796,0.0014,114.90796,,120.14,643259,0.0,1.4116,0.127,0.0007,0.0,114.907974,175.02745,1.4116,0.2965216112160605
208,"00-0034796,00-0036550,00-0036973,00-0037240,00-0039064,00-0039915,00-0040128,00-0040666,JAX_DST",boom,50000,63.0,,123.52235,0.0061,123.52235,0.0062,123.52235,33.0,133.06,512845,0.0,5.8786,0.2504,0.0041,0.0003,123.52235,187.96146,4.1786,0.6075236063578204
209,"00-0035659,00-0037239,00-0037809,00-0038120,00-0038124,00-0039139,00-0039424,00-0040743,JAX_DST",boom,49000,,,122.84622,0.003,122.84622,0.0038,122.84622,,196.4,25080,10.0,2.872,0.2167,0.0024,0.0001,122.84622,182.94063,2.872,0.5135546479571612
210,"00-0034753,00-0034796,00-0035261,00-0037248,00-0038120,00-0038606,00-0038997,00-0039064,LV_DST",boom,49800,,,118.94267,0.0021,118.94267,0.0034,118.94267,,141.96,412753,0.0,13.3086,0.1922,0.0019,0.0005,118.94267,179.27818,3.1586,0.46603964383399016
211,"00-0032764,00-0036555,00-0037239,00-0037740,00-0039150,00-0039491,00-0040124,00-0040126,JAX_DST",boom,49300,10.0,14.0,122.83882,0.0072,122.83882,0.0054,122.83882,11.0,203.84,13594,15.0,6.4214,0.241,0.0064,0.0007,122.83882,189.06181,5.3214,0.6088011545929279
212,"00-0036410,00-0036554,00-0037261,00-0038542,00-0038597,00-0038728,00-0039163,00-0040128,JAX_DST",boom,49400,,,116.2977,0.001,116.2977,0.001,116.2977,,133.16000000000005,511760,0.0,2.3015,0.1571,0.0016,0.0001,116.297714,173.98332,2.2015,0.3769815798990074
213,"00-0033119,00-0036322,00-0037744,00-0038393,00-0038559,00-0039915,00-0040583,00-0040666,JAX_DST",boom,49700,,,109.64337,0.0008,109.643364,0.0012,109.64335,,144.57999999999998,382864,0.0,1.3219,0.1123,0.0004,0.0,109.64337,171.3806,1.3219,0.26519803621005006
214,"00-0035685,00-0036355,00-0037744,00-0038542,00-0039040,00-0039915,00-0040170,00-0041550,JAX_DST",boom,49800,,,115.010124,0.0009,115.010124,0.0008,115.010124,,149.86,324370,0.0,1.391,0.1307,0.0005,0.0,115.010124,170.19649,1.391,0.30362561583016745
215,"00-0034827,00-0034844,00-0034857,00-0035685,00-0035689,00-0037248,00-0038124,00-0039893,MIN_DST",boom,50000,,,112.147675,0.0021,112.14769,0.0025,112.147675,,162.86,195041,0.0,4.0182,0.1465,0.0039,0.0005,112.147675,177.21745,3.3182,0.36865684971773355
216,"00-0032764,00-0033921,00-0034844,00-0036389,00-0036912,00-0038393,00-0040242,00-0040663,JAX_DST",boom,49000,79.0,,117.14963,0.0046,117.14963,0.0049,117.149635,40.0,133.62,506839,0.0,14.556,0.1889,0.0038,0.0003,117.14963,185.11447,3.356,0.4653536055698764
217,"00-0032764,00-0036442,00-0036900,00-0037664,00-0039139,00-0039361,00-0039814,00-0040785,JAX_DST",boom,49700,,,121.47721,0.0019,121.47723,0.0023,121.47723,,142.45999999999998,407001,0.0,2.3429,0.1887,0.0009,0.0001,121.47723,179.58168,2.2929,0.44107654785001416
218,"00-0034383,00-0036355,00-0036900,00-0038544,00-0038559,00-0039915,00-0040122,00-0040719,JAX_DST",boom,49000,,,123.09115,0.0032,123.09115,0.0033,123.09114,,116.96,670148,0.0,3.1624,0.2309,0.0022,0.0001,123.09115,183.32309,3.0624,0.5470164024404149
219,"00-0034844,00-0035710,00-0036550,00-0036912,00-0038544,00-0038997,00-0039139,00-0040128,JAX_DST",boom,49000,,,120.30623,0.0034,120.30621,0.0022,120.30623,,97.64,782350,0.0,3.599,0.1969,0.0024,0.0003,120.30623,182.83934,2.999,0.4745844000990663
220,"00-0036973,00-0039139,00-0039150,00-0040124,00-0040129,00-0040187,00-0040666,00-0040735,JAX_DST",boom,49700,,,126.36519,0.0029,126.3652,0.005,126.36519,,145.34,374430,0.0,3.294,0.2536,0.0014,0.0001,126.3652,183.00706,3.094,0.6003663493288552
221,"00-0034857,00-0035685,00-0036555,00-0037261,00-0038124,00-0038563,00-0038933,00-0039139,JAX_DST",boom,49200,,,119.627426,0.0014,119.62741,0.0025,119.62741,,212.26,6068,25.0,4.7415,0.1898,0.0025,0.0004,119.627426,176.82811,3.0415,0.4596470880400464
222,"00-0032764,00-0033293,00-0034753,00-0034796,00-0036900,00-0037664,00-0039064,00-0040669,JAX_DST",boom,49900,,,120.3311,0.0085,120.3311,0.0077,120.3311,,141.45999999999998,418538,0.0,5.4329,0.2184,0.005,0.0007,120.3311,191.9348,4.4329,0.549066894761332
223,"00-0035659,00-0035689,00-0036900,00-0036963,00-0037248,00-0039746,00-0039910,00-0041040,JAX_DST",boom,49500,,,106.90485,0.0002,106.90485,0.0007,106.90485,,96.16,787712,0.0,1.5225,0.0776,0.0008,0.0001,106.90485,164.86295,1.1225,0.18433982000072438
224,"00-0034827,00-0034857,00-0034981,00-0036223,00-0036275,00-0037238,00-0037261,00-0041027,JAX_DST",boom,49700,,,111.300865,0.0008,111.300865,0.0008,111.30087,,168.16,152175,8.0,1.9294,0.123,0.0013,0.0001,111.30087,169.97322,1.7294,0.29687366157258377
225,"00-0034855,00-0036900,00-0036912,00-0037740,00-0038129,00-0039798,00-0040129,00-0040666,LV_DST",boom,49900,,,118.69923,0.0022,118.69921,0.0018,118.69923,,79.24000000000001,821942,0.0,1.8621,0.1585,0.0011,0.0,118.69923,176.62698,1.8621,0.3697142703878175
226,"00-0034844,00-0036040,00-0036407,00-0036912,00-0038542,00-0039139,00-0039424,00-0040743,JAX_DST",boom,49500,,,125.221275,0.0027,125.221275,0.0028,125.221275,,167.3,158701,8.0,4.846,0.2436,0.001,0.0003,125.221275,183.6521,2.946,0.5722915936130529
227,"00-0032764,00-0037239,00-0037240,00-0039139,00-0039424,00-0039915,00-0040584,00-0040743,JAX_DST",boom,49000,,,124.48686,0.005,124.48686,0.0052,124.48688,,203.7,13730,15.0,2.5266,0.2355,0.0006,0.0,124.48686,186.65103,2.5266,0.5520132046258143
228,"00-0034383,00-0035689,00-0036275,00-0036554,00-0036900,00-0037239,00-0038597,00-0039163,JAX_DST",boom,49800,,,124.1685,0.0041,124.1685,0.0052,124.1685,,150.45999999999998,317812,0.0,5.3762,0.244,0.0037,0.0004,124.1685,184.64737,4.2762,0.5976832335202067
229,"00-0036275,00-0036290,00-0036322,00-0036555,00-0036973,00-0037239,00-0039918,00-0040735,JAX_DST",boom,50000,,51.0,122.70553,0.0071,122.70553,0.0068,122.70553,,208.56,8685,20.0,7.6431,0.2436,0.0044,0.0011,122.70553,189.7794,4.9431,0.605212151872719
230,"00-0035228,00-0036275,00-0036322,00-0037525,00-0037809,00-0038120,00-0038124,00-0038994,JAX_DST",boom,49600,,50.0,115.234825,0.0037,115.234825,0.0028,115.234825,,154.22000000000003,278101,0.0,5.3056,0.1773,0.0044,0.0005,115.234825,183.66388,3.8056,0.44099148216802003
231,"00-0032764,00-0033106,00-0036322,00-0036912,00-0036963,00-0039065,00-0039424,00-0041490,JAX_DST",boom,49400,,,114.14863,0.0008,114.14863,0.0008,114.14863,,165.64,171808,8.0,1.012,0.1124,0.0,0.0,114.14863,172.44913,1.012,0.2556321477816852
232,"00-0033921,00-0034855,00-0036900,00-0037239,00-0038935,00-0039361,00-0040129,00-0040666,CLE_DST",boom,50000,12.0,20.0,126.91543,0.0104,126.91543,0.0107,126.91543,3.0,109.54,723394,0.0,7.9967,0.2864,0.006,0.001,126.91543,194.31715,5.8467,0.7164979143316142
233,"00-0030279,00-0035710,00-0037239,00-0039064,00-0040122,00-0040124,00-0040128,00-0040719,JAX_DST",boom,50000,,,120.200386,0.0026,120.200386,0.002,120.2004,,159.74,223378,0.0,2.4862,0.1903,0.0015,0.0001,120.2004,176.64473,2.4362,0.4518363571020654
234,"00-0030279,00-0036410,00-0036442,00-0036900,00-0036919,00-0040126,00-0040669,00-0040719,JAX_DST",boom,49300,,,113.422966,0.0009,113.42295,0.0005,113.42295,,62.06,830078,0.0,1.5978,0.1127,0.0002,0.0001,113.422966,172.47264,1.1978,0.26037254321449654
235,"00-0031588,00-0033246,00-0036322,00-0037238,00-0038542,00-0039355,00-0039910,00-0040666,JAX_DST",boom,49400,,,106.967026,0.0001,106.967026,0.0002,106.967026,,123.46,612437,0.0,1.1156,0.088,0.0007,0.0,106.967026,163.77132,1.1156,0.20643114318617822
236,"00-0034981,00-0035261,00-0035685,00-0036554,00-0037238,00-0037248,00-0037664,00-0039163,JAX_DST",boom,49200,,,111.85466,0.0024,111.85466,0.0019,111.85466,,114.96,685763,0.0,4.2498,0.1509,0.0038,0.0004,111.85466,177.77832,3.3998,0.38151320844377806
237,"00-0032464,00-0034844,00-0035659,00-0038542,00-0039918,00-0039919,00-0040124,00-0040663,JAX_DST",boom,49000,,,115.01602,0.0007,115.01602,0.0008,115.01602,,133.16,511760,0.0,2.3491,0.1461,0.0012,0.0003,115.01602,173.83061,2.0991,0.3462711003075918
238,"00-0036554,00-0037239,00-0037248,00-0038608,00-0039163,00-0039811,00-0040124,00-0040128,JAX_DST",boom,49800,,,119.438225,0.0017,119.438225,0.002,119.438225,,122.36,622763,0.0,3.7456,0.1921,0.0029,0.0004,119.438225,177.9616,3.2456,0.47023288049788564
239,"00-0032764,00-0035228,00-0036322,00-0037238,00-0037248,00-0038124,00-0038935,00-0040506,JAX_DST",boom,49100,,,113.86455,0.0009,113.86455,0.0003,113.86455,,144.52,383516,0.0,1.7626,0.1376,0.0008,0.0001,113.86455,170.19696,1.6626,0.3219119379350777
240,"00-0035644,00-0036900,00-0036973,00-0037239,00-0039139,00-0040719,00-0040743,00-0041523,JAX_DST",boom,49400,,,127.8386,0.0084,127.8386,0.0078,127.8386,,166.5,165044,8.0,6.3652,0.2888,0.0044,0.001,127.8386,192.58702,5.0652,0.7020232039288263
241,"00-0032764,00-0034857,00-0035689,00-0036963,00-0037228,00-0037261,00-0039064,00-0040583,JAX_DST",boom,49300,,,113.29826,0.001,113.29826,0.0014,113.29826,,174.65999999999997,107874,8.0,13.0303,0.1342,0.0011,0.0004,113.29826,171.22304,2.0803,0.3196953870343671
242,"00-0034844,00-0035659,00-0036322,00-0037664,00-0037809,00-0039849,00-0039910,00-0040784,PHI_DST",boom,49800,,,110.835365,0.0007,110.835365,0.0003,110.835365,,89.25999999999999,806575,0.0,2.6988,0.1154,0.001,0.0005,110.835365,168.47304,1.8988,0.27704092901629346
243,"00-0036275,00-0036442,00-0036900,00-0038597,00-0038619,00-0040666,00-0040735,00-0041094,JAX_DST",boom,49400,,55.0,120.30506,0.0049,120.30508,0.0046,120.30506,,108.56,729343,0.0,13.8263,0.1997,0.0029,0.0004,120.30506,186.46219,3.2763,0.4846207743362986
244,"00-0027973,00-0036223,00-0036900,00-0036912,00-0037744,00-0038393,00-0039355,00-0041027,JAX_DST",boom,49900,,,108.00621,0.0008,108.00621,0.0009,108.00621,,103.4,757851,0.0,0.9036,0.0804,0.0006,0.0,108.006226,164.89992,0.9036,0.18729950356637054
245,"00-0036355,00-0037239,00-0039040,00-0039041,00-0039139,00-0039915,00-0040666,00-0041550,JAX_DST",boom,49700,,,122.18095,0.0035,122.18095,0.0046,122.18096,,135.16,489310,0.0,3.2908,0.2122,0.0018,0.0002,122.18096,184.39781,2.9408,0.5036136078023272
246,"00-0034844,00-0035659,00-0036389,00-0036912,00-0036919,00-0038996,00-0039040,00-0040024,LAC_DST",boom,49000,,,110.49393,0.0011,110.49393,0.0005,110.49393,,69.32,828284,0.0,1.2461,0.1154,0.0003,0.0,110.49393,171.58534,1.2461,0.27090174189224203
247,"00-0034383,00-0034827,00-0034844,00-0036554,00-0038120,00-0038393,00-0038542,00-0039163,JAX_DST",boom,49500,71.0,,121.16895,0.0026,121.16895,0.0028,121.16895,90.0,162.56,197745,0.0,15.0494,0.2244,0.0051,0.0008,121.16895,182.6843,4.6494,0.5594547924839405
248,"00-0035644,00-0036410,00-0036442,00-0036900,00-0038117,00-0038544,00-0039040,00-0039361,JAX_DST",boom,49800,,,123.68465,0.004,123.68465,0.0043,123.68465,,97.96,781123,0.0,2.6316,0.2286,0.0011,0.0,123.68465,183.95056,2.6316,0.5353930220382461
249,"00-0034829,00-0036442,00-0036554,00-0036900,00-0038117,00-0038120,00-0038544,00-0039361,JAX_DST",boom,49600,,,125.22707,0.0032,125.22707,0.0034,125.22707,,127.96,567791,0.0,3.6659,0.255,0.0021,0.0002,125.22707,182.00363,3.2659,0.6048813447220076
250,"00-0034827,00-0036223,00-0036554,00-0038542,00-0038728,00-0039163,00-0040128,00-0040242,JAX_DST",boom,49400,,,116.363335,0.0013,116.363335,0.0012,116.36335,,159.16,228648,0.0,2.7234,0.1729,0.0021,0.0002,116.363335,172.9271,2.6234,0.41719333924910407
251,"00-0033106,00-0034351,00-0036963,00-0036973,00-0037740,00-0039139,00-0039491,00-0040669,JAX_DST",boom,49200,,,124.78925,0.0072,124.78925,0.0084,124.78924,,184.94,57737,8.0,5.7887,0.2483,0.0024,0.0003,124.78925,190.45853,3.5887,0.5944444877114369
252,"00-0034753,00-0034796,00-0035261,00-0036223,00-0039064,00-0039849,00-0039893,00-0040719,JAX_DST",boom,49700,,,119.59114,0.003,119.59114,0.0035,119.59115,,131.45999999999998,530312,0.0,13.9406,0.2089,0.0033,0.0006,119.59114,180.18744,3.6906,0.5086340666647607
253,"00-0026158,00-0032764,00-0036410,00-0036900,00-0039066,00-0039361,00-0039893,00-0040122,JAX_DST",boom,49300,,,123.58865,0.0033,123.58862,0.0048,123.58862,,136.6,473468,0.0,2.9272,0.2267,0.0016,0.0001,123.58865,184.84158,2.8272,0.5358184737103487
254,"00-0033293,00-0035659,00-0036554,00-0036912,00-0037239,00-0039686,00-0039910,00-0040242,JAX_DST",boom,49000,,,109.266624,0.001,109.266624,0.0009,109.266624,,117.36,667014,0.0,2.634,0.1122,0.0021,0.0003,109.26664,170.6543,1.984,0.2718988851751903
255,"00-0033921,00-0034829,00-0035261,00-0036410,00-0036442,00-0036900,00-0039874,00-0040122,JAX_DST",boom,49400,,,119.56905,0.0035,119.56906,0.0041,119.56905,,107.36,736529,0.0,2.5759,0.1955,0.0007,0.0001,119.56905,182.38449,2.3759,0.4622889887298198
256,"00-0034383,00-0035685,00-0036554,00-0037248,00-0038117,00-0039040,00-0039163,00-0040735,JAX_DST",boom,49500,42.0,62.0,120.03059,0.0048,120.0306,0.0055,120.0306,39.0,128.86,558383,0.0,12.714,0.2302,0.008,0.0006,120.0306,186.47598,5.914,0.5920736291040097
257,"00-0034844,00-0036389,00-0036912,00-0038393,00-0039066,00-0039139,00-0040122,00-0041040,JAX_DST",boom,49300,,61.0,120.69206,0.0064,120.69208,0.0062,120.69208,,169.22,144526,8.0,4.5055,0.2113,0.0032,0.0004,120.69208,190.08424,3.7055,0.5198297132896524
258,"00-0032764,00-0034857,00-0035689,00-0036900,00-0037261,00-0037740,00-0038597,00-0040138,JAX_DST",boom,49300,,,115.22719,0.0016,115.22719,0.0013,115.22717,,143.86,390744,0.0,1.8601,0.1401,0.0013,0.0,115.22719,174.28853,1.8601,0.3334709698012277
259,"00-0033119,00-0037228,00-0037744,00-0038117,00-0038559,00-0039849,00-0040666,00-0041027,JAX_DST",boom,49000,41.0,18.0,111.79525,0.0055,111.79525,0.004,111.79525,,111.28,712057,0.0,18.0745,0.1631,0.0079,0.0025,111.79525,186.37634,6.6245,0.43241901291613305
260,"00-0034753,00-0034796,00-0036963,00-0037238,00-0039139,00-0040122,00-0040870,00-0041132,JAX_DST",boom,49300,,,115.681076,0.0015,115.681076,0.0015,115.681076,,160.46,216533,0.0,1.5664,0.1348,0.0006,0.0001,115.681076,175.07858,1.5664,0.31515927808253574
261,"00-0036355,00-0036410,00-0036555,00-0037744,00-0039915,00-0040184,00-0040666,00-0041438,JAX_DST",boom,49100,,,114.72096,0.0023,114.72096,0.0019,114.72096,,120.66,638341,0.0,101.9877,0.1457,0.0011,0.0002,114.72098,176.10536,1.9877,0.3455572727997162
262,"00-0029604,00-0036554,00-0037238,00-0037291,00-0038563,00-0039040,00-0039065,00-0039139,JAX_DST",boom,49600,,,122.0065,0.0032,122.0065,0.0034,122.0065,,123.9,608361,0.0,14.1688,0.2133,0.0029,0.0004,122.0065,180.48871,3.3688,0.5138676376815725
263,"00-0033106,00-0034975,00-0036900,00-0036963,00-0039065,00-0039139,00-0039915,00-0041067,LV_DST",boom,49800,,76.0,122.67998,0.0073,122.67998,0.0056,122.67998,,138.94,446942,0.0,3.7333,0.2118,0.0025,0.0004,122.67998,189.45862,3.2333,0.5064255646796649
264,"00-0036555,00-0038120,00-0038606,00-0039918,00-0039919,00-0040128,00-0040129,00-0040735,JAX_DST",boom,49000,,,118.22572,0.0019,118.22572,0.0018,118.22572,,155.36,266381,0.0,3.2576,0.1797,0.002,0.0004,118.22572,178.88014,2.7576,0.43095159439776326
265,"00-0033106,00-0036040,00-0036963,00-0039065,00-0039139,00-0039915,00-0040583,00-0040735,JAX_DST",boom,49400,,,122.9097,0.0052,122.9097,0.0062,122.9097,,154.64,273882,0.0,2.9038,0.2184,0.0013,0.0001,122.9097,187.84357,2.7038,0.5175867050299676
266,"00-0034827,00-0034844,00-0036554,00-0038597,00-0039163,00-0039893,00-0040122,00-0041472,JAX_DST",boom,50000,,,117.16591,0.001,117.16591,0.0014,117.16591,,149.76,325300,0.0,5.0346,0.1619,0.0012,0.0003,117.16591,173.94124,2.2346,0.38662370461704176
267,"00-0034351,00-0036389,00-0036626,00-0036912,00-0036973,00-0038544,00-0038597,00-0039139,JAX_DST",boom,49600,,,124.15551,0.0033,124.1555,0.0038,124.1555,,144.62,382433,0.0,2.5901,0.2213,0.0014,0.0,124.15551,181.88068,2.5901,0.5182586380184896
268,"00-0033537,00-0036555,00-0036900,00-0037248,00-0037744,00-0040719,00-0040782,00-0041547,JAX_DST",boom,49100,,,111.42397,0.0006,111.42399,0.0005,111.42399,,107.9,733412,0.0,1.4788,0.1073,0.0004,0.0001,111.424,166.90955,1.3288,0.2542018607597637
269,"00-0034351,00-0034837,00-0037238,00-0038120,00-0038542,00-0039139,00-0040676,00-0040705,LAC_DST",boom,49000,,,112.35929,0.0006,112.359276,0.0004,112.35929,,134.3,499216,0.0,1.3763,0.1082,0.001,0.0,112.35929,167.96747,1.3763,0.256535569472062
270,"00-0033293,00-0035228,00-0036275,00-0036322,00-0038606,00-0038994,00-0039139,00-0040598,JAX_DST",boom,49500,,,117.746475,0.0048,117.746475,0.0039,117.746475,,147.12,354191,0.0,5.1733,0.1915,0.0039,0.0006,117.746475,186.05186,3.8733,0.48028807633485093
271,"00-0032764,00-0036040,00-0036963,00-0036973,00-0037239,00-0038559,00-0039376,00-0039915,JAX_DST",boom,49100,,,122.60175,0.0063,122.60175,0.0055,122.60175,,170.2,137385,8.0,13.6918,0.2202,0.0024,0.0004,122.60175,188.73904,3.2418,0.5269172586769197
272,"00-0033307,00-0033885,00-0036223,00-0036355,00-0036900,00-0039915,00-0040666,00-0040784,PHI_DST",boom,49200,,64.0,121.78916,0.0042,121.78915,0.0051,121.78915,,108.36,730567,0.0,4.1744,0.2235,0.0032,0.0005,121.78916,185.13223,3.5744,0.5408469157835856
273,"00-0035229,00-0036264,00-0036963,00-0038124,00-0038544,00-0038597,00-0039146,00-0040122,JAX_DST",boom,49100,,,121.73322,0.0029,121.73322,0.0029,121.73322,,178.68,85728,8.0,4.9508,0.211,0.0029,0.0002,121.73322,178.68814,3.1508,0.5082083687533013
274,"00-0030279,00-0035710,00-0036223,00-0036554,00-0037664,00-0039139,00-0040128,00-0040870,JAX_DST",boom,49500,,39.0,117.57517,0.0079,117.57517,0.0082,117.57519,,139.64,439168,0.0,8.8174,0.2017,0.0088,0.0015,117.57517,191.62813,6.3674,0.5315124077283877
275,"00-0034960,00-0036963,00-0036971,00-0036973,00-0038606,00-0038710,00-0039139,00-0040124,JAX_DST",boom,49800,,,120.57029,0.0021,120.57029,0.0031,120.570274,,165.60000000000002,172041,8.0,2.9782,0.194,0.0025,0.0001,120.57029,181.28764,2.8782,0.46385056457097135
