ordinal,season,week,pool_ceiling,pool_tail194,cap200|fp-off-sis-off-v1:admitted,cap200|fp-off-sis-off-v1:feasible,cap200|fp-off-sis-off-v1:ceiling,cap200|fp-off-sis-off-v1:ceil194,cap200|fp-off-sis-off-v1:k20_max,cap200|fp-off-sis-off-v1:k20_neg_best_pct,cap200|fp-off-sis-off-v1:k20_ge194,cap200|fp-off-sis-off-v1:k40_max,cap200|fp-off-sis-off-v1:k40_neg_best_pct,cap200|fp-off-sis-off-v1:k40_ge194,cap200|fp-off-sis-off-v1:k80_max,cap200|fp-off-sis-off-v1:k80_neg_best_pct,cap200|fp-off-sis-off-v1:k80_ge194,cap200|fp-on-sis-on-v1:admitted,cap200|fp-on-sis-on-v1:feasible,cap200|fp-on-sis-on-v1:ceiling,cap200|fp-on-sis-on-v1:ceil194,cap200|fp-on-sis-on-v1:k20_max,cap200|fp-on-sis-on-v1:k20_neg_best_pct,cap200|fp-on-sis-on-v1:k20_ge194,cap200|fp-on-sis-on-v1:k40_max,cap200|fp-on-sis-on-v1:k40_neg_best_pct,cap200|fp-on-sis-on-v1:k40_ge194,cap200|fp-on-sis-on-v1:k80_max,cap200|fp-on-sis-on-v1:k80_neg_best_pct,cap200|fp-on-sis-on-v1:k80_ge194,cap400|fp-off-sis-off-v1:admitted,cap400|fp-off-sis-off-v1:feasible,cap400|fp-off-sis-off-v1:ceiling,cap400|fp-off-sis-off-v1:ceil194,cap400|fp-off-sis-off-v1:k20_max,cap400|fp-off-sis-off-v1:k20_neg_best_pct,cap400|fp-off-sis-off-v1:k20_ge194,cap400|fp-off-sis-off-v1:k40_max,cap400|fp-off-sis-off-v1:k40_neg_best_pct,cap400|fp-off-sis-off-v1:k40_ge194,cap400|fp-off-sis-off-v1:k80_max,cap400|fp-off-sis-off-v1:k80_neg_best_pct,cap400|fp-off-sis-off-v1:k80_ge194,cap400|fp-on-sis-on-v1:admitted,cap400|fp-on-sis-on-v1:feasible,cap400|fp-on-sis-on-v1:ceiling,cap400|fp-on-sis-on-v1:ceil194,cap400|fp-on-sis-on-v1:k20_max,cap400|fp-on-sis-on-v1:k20_neg_best_pct,cap400|fp-on-sis-on-v1:k20_ge194,cap400|fp-on-sis-on-v1:k40_max,cap400|fp-on-sis-on-v1:k40_neg_best_pct,cap400|fp-on-sis-on-v1:k40_ge194,cap400|fp-on-sis-on-v1:k80_max,cap400|fp-on-sis-on-v1:k80_neg_best_pct,cap400|fp-on-sis-on-v1:k80_ge194,cap800|fp-off-sis-off-v1:admitted,cap800|fp-off-sis-off-v1:feasible,cap800|fp-off-sis-off-v1:ceiling,cap800|fp-off-sis-off-v1:ceil194,cap800|fp-off-sis-off-v1:k20_max,cap800|fp-off-sis-off-v1:k20_neg_best_pct,cap800|fp-off-sis-off-v1:k20_ge194,cap800|fp-off-sis-off-v1:k40_max,cap800|fp-off-sis-off-v1:k40_neg_best_pct,cap800|fp-off-sis-off-v1:k40_ge194,cap800|fp-off-sis-off-v1:k80_max,cap800|fp-off-sis-off-v1:k80_neg_best_pct,cap800|fp-off-sis-off-v1:k80_ge194,cap800|fp-on-sis-on-v1:admitted,cap800|fp-on-sis-on-v1:feasible,cap800|fp-on-sis-on-v1:ceiling,cap800|fp-on-sis-on-v1:ceil194,cap800|fp-on-sis-on-v1:k20_max,cap800|fp-on-sis-on-v1:k20_neg_best_pct,cap800|fp-on-sis-on-v1:k20_ge194,cap800|fp-on-sis-on-v1:k40_max,cap800|fp-on-sis-on-v1:k40_neg_best_pct,cap800|fp-on-sis-on-v1:k40_ge194,cap800|fp-on-sis-on-v1:k80_max,cap800|fp-on-sis-on-v1:k80_neg_best_pct,cap800|fp-on-sis-on-v1:k80_ge194,capall|fp-off-sis-off-v1:admitted,capall|fp-off-sis-off-v1:feasible,capall|fp-off-sis-off-v1:ceiling,capall|fp-off-sis-off-v1:ceil194,capall|fp-off-sis-off-v1:k20_max,capall|fp-off-sis-off-v1:k20_neg_best_pct,capall|fp-off-sis-off-v1:k20_ge194,capall|fp-off-sis-off-v1:k40_max,capall|fp-off-sis-off-v1:k40_neg_best_pct,capall|fp-off-sis-off-v1:k40_ge194,capall|fp-off-sis-off-v1:k80_max,capall|fp-off-sis-off-v1:k80_neg_best_pct,capall|fp-off-sis-off-v1:k80_ge194,capall|fp-on-sis-on-v1:admitted,capall|fp-on-sis-on-v1:feasible,capall|fp-on-sis-on-v1:ceiling,capall|fp-on-sis-on-v1:ceil194,capall|fp-on-sis-on-v1:k20_max,capall|fp-on-sis-on-v1:k20_neg_best_pct,capall|fp-on-sis-on-v1:k20_ge194,capall|fp-on-sis-on-v1:k40_max,capall|fp-on-sis-on-v1:k40_neg_best_pct,capall|fp-on-sis-on-v1:k40_ge194,capall|fp-on-sis-on-v1:k80_max,capall|fp-on-sis-on-v1:k80_neg_best_pct,capall|fp-on-sis-on-v1:k80_ge194,tail200|fp-on-sis-on-v1:admitted,tail200|fp-on-sis-on-v1:feasible,tail200|fp-on-sis-on-v1:ceiling,tail200|fp-on-sis-on-v1:ceil194,tail200|fp-on-sis-on-v1:k20_max,tail200|fp-on-sis-on-v1:k20_neg_best_pct,tail200|fp-on-sis-on-v1:k20_ge194,tail200|fp-on-sis-on-v1:k40_max,tail200|fp-on-sis-on-v1:k40_neg_best_pct,tail200|fp-on-sis-on-v1:k40_ge194,tail200|fp-on-sis-on-v1:k80_max,tail200|fp-on-sis-on-v1:k80_neg_best_pct,tail200|fp-on-sis-on-v1:k80_ge194
36,2025,1,171.82,3745,200,1,148.86,0,139.28,-0.046435,0,139.28,-0.046435,0,146.26,-0.01857,0,200,1,151.42,0,141.92,-0.033355,0,151.42,-0.008495,0,151.42,-0.008495,0,400,1,150.42,0,150.42,-0.009935,0,150.42,-0.009935,0,150.42,-0.009935,0,400,1,161.86,0,141.92,-0.033355,0,141.92,-0.033355,0,151.42,-0.008495,0,800,1,171.58,0,162.68,-0.00119,0,162.68,-0.00119,0,162.68,-0.00119,0,800,1,161.86,0,134.48,-0.08007,0,142.08,-0.032685,0,152.68,-0.006945,0,1065,1,171.58,0,162.68,-0.00119,0,162.68,-0.00119,0,162.68,-0.00119,0,3743,1,171.82,0,131.32,-0.110295,0,162.68,-0.00119,0,162.68,-0.00119,0,200,1,162.68,0,131.32,-0.110295,0,162.68,-0.00119,0,162.68,-0.00119,0
37,2025,2,218.36,3965,200,1,190.98,0,184.24,-0.01215,0,184.24,-0.01215,0,189.64,-0.007015,0,200,1,197.2,1,180.6,-0.01719,0,192.5,-0.005065,0,192.5,-0.005065,0,400,1,216.26,1,199.3,-0.002155,1,199.3,-0.002155,1,199.3,-0.002155,1,400,1,208.6,1,199.3,-0.002155,1,199.3,-0.002155,1,199.3,-0.002155,1,800,1,216.26,1,199.3,-0.002155,1,199.3,-0.002155,1,199.3,-0.002155,1,800,1,210.5,1,199.3,-0.002155,1,199.3,-0.002155,1,210.5,-0.00041,1,1100,1,216.26,1,199.3,-0.002155,1,199.3,-0.002155,1,199.3,-0.002155,1,3815,1,218.36,1,199.3,-0.002155,1,205.1,-0.00093,1,205.1,-0.00093,1,200,1,205.1,1,199.3,-0.002155,1,205.1,-0.00093,1,205.1,-0.00093,1
38,2025,3,216.66,3965,200,1,163.84,0,155.26,-0.111685,0,155.26,-0.111685,0,155.26,-0.111685,0,200,1,176.02,0,155.92,-0.106385,0,162.82,-0.06048,0,162.82,-0.06048,0,400,1,176.42,0,171.46,-0.026995,0,176.42,-0.015705,0,176.42,-0.015705,0,400,1,176.02,0,171.46,-0.026995,0,171.46,-0.026995,0,175.92,-0.01666,0,800,1,185.54,0,171.46,-0.026995,0,174.22,-0.020145,0,180.24,-0.010195,0,800,1,178.82,0,157.62,-0.093205,0,165.62,-0.04726,0,178.82,-0.012055,0,1308,1,185.54,0,161.82,-0.06591,0,174.22,-0.020145,0,174.22,-0.020145,0,3513,1,216.66,1,171.46,-0.026995,0,172.0,-0.02565,0,172.0,-0.02565,0,200,1,187.04,0,171.46,-0.026995,0,172.0,-0.02565,0,172.0,-0.02565,0
39,2025,4,197.7,3993,200,1,197.7,1,161.62,-0.1716,0,197.7,-0.0046,1,197.7,-0.0046,1,200,1,176.9,0,157.58,-0.221495,0,157.58,-0.221495,0,162.3,-0.164125,0,400,1,197.7,1,161.62,-0.1716,0,161.62,-0.1716,0,197.7,-0.0046,1,400,1,176.9,0,157.58,-0.221495,0,158.68,-0.20735,0,168.08,-0.109625,0,800,1,197.7,1,177.72,-0.04804,0,177.72,-0.04804,0,197.7,-0.0046,1,800,1,181.0,0,157.58,-0.221495,0,164.08,-0.14572,0,168.08,-0.109625,0,1110,1,197.7,1,169.02,-0.10206,0,177.72,-0.04804,0,177.72,-0.04804,0,3716,1,197.7,1,157.32,-0.22488,0,167.92,-0.110825,0,167.92,-0.110825,0,200,1,179.72,0,157.32,-0.22488,0,161.62,-0.1716,0,178.32,-0.045345,0
40,2025,5,206.86,3889,200,1,166.14,0,154.74,-0.49363,0,166.14,-0.296245,0,166.14,-0.296245,0,200,1,173.22,0,166.14,-0.296245,0,166.14,-0.296245,0,166.14,-0.296245,0,400,1,186.88,0,167.3,-0.278675,0,167.3,-0.278675,0,179.98,-0.123735,0,400,1,184.84,0,166.68,-0.287865,0,166.68,-0.287865,0,166.68,-0.287865,0,800,1,193.54,0,175.82,-0.16555,0,175.82,-0.16555,0,175.82,-0.16555,0,800,1,184.84,0,181.58,-0.109215,0,181.58,-0.109215,0,181.58,-0.109215,0,1526,1,206.86,1,175.82,-0.16555,0,175.82,-0.16555,0,175.94,-0.164105,0,3835,1,206.86,1,166.68,-0.287865,0,169.8,-0.242295,0,169.8,-0.242295,0,200,1,181.58,0,166.68,-0.287865,0,169.8,-0.242295,0,175.82,-0.16555,0
41,2025,6,213.28,3780,200,1,160.34,0,129.34,-0.532415,0,160.34,-0.119575,0,160.34,-0.119575,0,200,1,178.34,0,149.76,-0.22838,0,174.24,-0.03869,0,174.24,-0.03869,0,400,1,178.34,0,156.56,-0.154045,0,156.56,-0.154045,0,160.34,-0.119575,0,400,1,188.86,0,149.76,-0.22838,0,161.28,-0.111715,0,188.86,-0.00768,0,800,1,213.28,1,140.92,-0.349865,0,156.56,-0.154045,0,157.16,-0.148235,0,800,1,188.86,0,143.48,-0.312535,0,151.38,-0.209245,0,161.28,-0.111715,0,1015,1,213.28,1,149.76,-0.22838,0,156.56,-0.154045,0,175.6,-0.03407,0,3085,1,213.28,1,151.88,-0.20343,0,151.88,-0.20343,0,171.7,-0.04896,0,200,1,173.38,0,160.48,-0.118345,0,160.48,-0.118345,0,173.38,-0.041835,0
42,2025,7,196.1,3740,200,1,149.98,0,141.72,-0.46417,0,143.72,-0.432165,0,149.98,-0.33746,0,200,1,145.88,0,138.12,-0.52079,0,139.2,-0.50379,0,145.88,-0.39894,0,400,1,149.98,0,141.72,-0.46417,0,145.0,-0.41246,0,145.0,-0.41246,0,400,1,167.76,0,129.46,-0.65492,0,138.12,-0.52079,0,167.76,-0.129395,0,800,1,196.1,1,154.94,-0.26842,0,154.94,-0.26842,0,157.84,-0.232095,0,800,1,167.76,0,141.72,-0.46417,0,141.72,-0.46417,0,167.76,-0.129395,0,1008,1,196.1,1,150.74,-0.32646,0,150.74,-0.32646,0,157.84,-0.232095,0,3132,1,196.1,1,164.06,-0.16361,0,168.24,-0.1254,0,168.24,-0.1254,0,200,1,167.76,0,167.74,-0.12972,0,167.74,-0.12972,0,167.74,-0.12972,0
43,2025,8,191.28,3768,200,1,177.76,0,155.42,-0.08352,0,155.42,-0.08352,0,173.72,-0.01537,0,200,1,179.14,0,160.68,-0.054895,0,179.14,-0.00815,0,179.14,-0.00815,0,400,1,187.12,0,187.12,-0.00286,0,187.12,-0.00286,0,187.12,-0.00286,0,400,1,182.98,0,160.68,-0.054895,0,166.56,-0.03229,0,179.14,-0.00815,0,800,1,187.12,0,176.12,-0.01175,0,187.12,-0.00286,0,187.12,-0.00286,0,800,1,187.62,0,160.68,-0.054895,0,160.68,-0.054895,0,167.28,-0.030185,0,1026,1,187.12,0,176.12,-0.01175,0,187.12,-0.00286,0,187.12,-0.00286,0,3375,1,191.28,0,165.22,-0.03682,0,165.22,-0.03682,0,176.56,-0.01123,0,200,1,187.12,0,165.22,-0.03682,0,165.22,-0.03682,0,187.12,-0.00286,0
44,2025,9,234.34,3733,200,1,226.32,1,181.3,-0.067935,0,198.84,-0.017935,1,198.84,-0.017935,1,200,1,226.32,1,203.08,-0.01232,1,203.08,-0.01232,1,203.08,-0.01232,1,400,1,234.34,1,181.3,-0.067935,0,181.3,-0.067935,0,198.84,-0.017935,1,400,1,234.34,1,181.3,-0.067935,0,181.3,-0.067935,0,199.08,-0.017585,1,784,1,234.34,1,181.3,-0.067935,0,181.3,-0.067935,0,198.84,-0.017935,1,800,1,234.34,1,180.7,-0.070625,0,181.3,-0.067935,0,203.4,-0.011875,1,784,1,234.34,1,181.3,-0.067935,0,181.3,-0.067935,0,198.84,-0.017935,1,3394,1,234.34,1,181.3,-0.067935,0,181.3,-0.067935,0,181.3,-0.067935,0,200,1,203.08,1,181.3,-0.067935,0,181.3,-0.067935,0,181.3,-0.067935,0
45,2025,10,209.56,3759,200,1,193.0,0,168.54,-0.139085,0,193.0,-0.017505,0,193.0,-0.017505,0,200,1,196.1,1,183.5,-0.04437,0,189.92,-0.024165,0,189.92,-0.024165,0,400,1,202.82,1,177.52,-0.073515,0,181.5,-0.05261,0,193.42,-0.016785,0,400,1,196.1,1,183.5,-0.04437,0,183.5,-0.04437,0,189.92,-0.024165,0,800,1,202.82,1,176.0,-0.08243,0,176.0,-0.08243,0,177.52,-0.073515,0,800,1,202.82,1,173.5,-0.09912,0,177.52,-0.073515,0,177.52,-0.073515,0,1096,1,202.82,1,160.92,-0.21983,0,176.0,-0.08243,0,177.52,-0.073515,0,3386,1,202.82,1,153.98,-0.31434,0,173.5,-0.09912,0,173.5,-0.09912,0,200,1,196.1,1,173.24,-0.10095,0,173.5,-0.09912,0,183.5,-0.04437,0
46,2025,11,193.38,3786,200,1,179.08,0,169.28,-0.036865,0,179.08,-0.0169,0,179.08,-0.0169,0,200,1,141.18,0,128.1,-0.31934,0,128.82,-0.311105,0,141.18,-0.188715,0,400,1,179.08,0,169.28,-0.036865,0,179.08,-0.0169,0,179.08,-0.0169,0,400,1,157.84,0,124.3,-0.364455,0,128.1,-0.31934,0,139.48,-0.20336,0,800,1,179.08,0,169.28,-0.036865,0,179.08,-0.0169,0,179.08,-0.0169,0,800,1,173.78,0,125.7,-0.34717,0,130.6,-0.291065,0,130.6,-0.291065,0,911,1,193.38,0,147.78,-0.13742,0,169.28,-0.036865,0,179.08,-0.0169,0,3449,1,193.38,0,145.3,-0.155255,0,169.28,-0.036865,0,169.28,-0.036865,0,200,1,149.76,0,145.3,-0.155255,0,145.3,-0.155255,0,149.76,-0.12416,0
47,2025,12,227.34,3737,200,1,190.02,0,178.64,-0.19786,0,190.02,-0.11251,0,190.02,-0.11251,0,200,1,184.22,0,170.28,-0.27951,0,184.22,-0.1525,0,184.22,-0.1525,0,400,1,191.26,0,168.06,-0.30285,0,178.64,-0.19786,0,190.02,-0.11251,0,400,1,194.78,1,194.78,-0.085255,1,194.78,-0.085255,1,194.78,-0.085255,1,800,1,203.18,1,168.06,-0.30285,0,168.06,-0.30285,0,190.02,-0.11251,0,800,1,200.1,1,195.38,-0.082195,1,195.38,-0.082195,1,200.1,-0.060915,1,880,1,203.18,1,168.06,-0.30285,0,168.06,-0.30285,0,190.02,-0.11251,0,3296,1,219.64,1,189.06,-0.118485,0,189.06,-0.118485,0,194.48,-0.086695,1,200,1,220.14,1,189.06,-0.118485,0,220.14,-0.01215,1,220.14,-0.01215,1
48,2025,13,177.06,3620,200,1,159.66,0,159.66,-0.00701,0,159.66,-0.00701,0,159.66,-0.00701,0,200,1,169.28,0,136.96,-0.070425,0,138.28,-0.062735,0,162.38,-0.00499,0,400,1,169.28,0,159.66,-0.00701,0,159.66,-0.00701,0,162.38,-0.00499,0,400,1,169.28,0,147.72,-0.026295,0,147.72,-0.026295,0,147.72,-0.026295,0,800,1,169.28,0,145.3,-0.03333,0,146.48,-0.02963,0,159.66,-0.00701,0,800,1,169.28,0,145.54,-0.03252,0,159.66,-0.00701,0,159.66,-0.00701,0,1113,1,169.28,0,145.3,-0.03333,0,155.34,-0.011545,0,159.66,-0.00701,0,3591,1,177.06,0,145.54,-0.03252,0,153.84,-0.013835,0,155.34,-0.011545,0,200,1,147.88,0,145.54,-0.03252,0,146.48,-0.02963,0,146.48,-0.02963,0
49,2025,14,184.04,3676,200,1,183.84,0,131.74,-0.361565,0,171.96,-0.026625,0,171.96,-0.026625,0,200,1,183.84,0,136.16,-0.301305,0,157.64,-0.087985,0,162.54,-0.06114,0,400,1,183.84,0,134.86,-0.318855,0,171.96,-0.026625,0,172.16,-0.02611,0,400,1,183.84,0,121.86,-0.50481,0,144.96,-0.19618,0,157.64,-0.087985,0,800,1,183.84,0,140.36,-0.24825,0,162.56,-0.06089,0,162.56,-0.06089,0,800,1,183.84,0,134.84,-0.319395,0,162.56,-0.06089,0,172.16,-0.02611,0,1393,1,183.84,0,140.36,-0.24825,0,162.56,-0.06089,0,162.56,-0.06089,0,3659,1,184.04,0,133.76,-0.33368,0,145.76,-0.187505,0,162.56,-0.06089,0,200,1,166.94,0,133.76,-0.33368,0,145.76,-0.187505,0,145.76,-0.187505,0
50,2025,15,197.2,3900,200,1,184.7,0,177.4,-0.02609,0,177.4,-0.02609,0,177.4,-0.02609,0,200,1,194.6,1,183.5,-0.01414,0,183.5,-0.01414,0,194.6,-0.00401,1,400,1,184.7,0,162.5,-0.09162,0,162.5,-0.09162,0,177.4,-0.02609,0,400,1,195.5,1,195.5,-0.003585,1,195.5,-0.003585,1,195.5,-0.003585,1,800,1,184.7,0,162.5,-0.09162,0,162.5,-0.09162,0,177.4,-0.02609,0,800,1,195.5,1,195.5,-0.003585,1,195.5,-0.003585,1,195.5,-0.003585,1,1084,1,184.7,0,161.4,-0.099685,0,162.5,-0.09162,0,177.4,-0.02609,0,3467,1,197.2,1,161.4,-0.099685,0,167.7,-0.061795,0,195.5,-0.003585,1,200,1,195.5,1,161.4,-0.099685,0,167.7,-0.061795,0,195.5,-0.003585,1
51,2025,16,200.76,3737,200,1,171.72,0,152.82,-0.068985,0,171.72,-0.01062,0,171.72,-0.01062,0,200,1,178.3,0,153.78,-0.06355,0,178.3,-0.00456,0,178.3,-0.00456,0,400,1,171.72,0,146.22,-0.116025,0,152.82,-0.068985,0,157.2,-0.046965,0,400,1,180.8,0,152.82,-0.068985,0,153.78,-0.06355,0,180.8,-0.003235,0,800,1,177.86,0,146.22,-0.116025,0,177.86,-0.004905,0,177.86,-0.004905,0,800,1,180.8,0,139.12,-0.19071,0,146.22,-0.116025,0,152.82,-0.068985,0,1102,1,177.86,0,146.22,-0.116025,0,177.86,-0.004905,0,177.86,-0.004905,0,3658,1,200.76,1,149.02,-0.093625,0,154.96,-0.0574,0,154.96,-0.0574,0,200,1,200.76,1,149.02,-0.093625,0,151.8,-0.075045,0,154.96,-0.0574,0
52,2025,17,192.98,3814,200,1,163.44,0,161.14,-0.027415,0,163.44,-0.020975,0,163.44,-0.020975,0,200,1,177.32,0,177.32,-0.003045,0,177.32,-0.003045,0,177.32,-0.003045,0,400,1,163.44,0,161.14,-0.027415,0,163.44,-0.020975,0,163.44,-0.020975,0,400,1,177.32,0,161.14,-0.027415,0,177.32,-0.003045,0,177.32,-0.003045,0,800,1,167.24,0,161.14,-0.027415,0,161.14,-0.027415,0,163.44,-0.020975,0,800,1,188.94,0,161.14,-0.027415,0,161.14,-0.027415,0,177.32,-0.003045,0,1469,1,192.98,0,161.14,-0.027415,0,161.14,-0.027415,0,163.44,-0.020975,0,3807,1,192.98,0,156.2,-0.04629,0,161.14,-0.027415,0,177.32,-0.003045,0,200,1,163.44,0,156.2,-0.04629,0,161.14,-0.027415,0,161.14,-0.027415,0
53,2025,18,175.9,3830,200,1,173.08,0,151.74,-0.032665,0,151.74,-0.032665,0,151.74,-0.032665,0,200,1,173.08,0,125.2,-0.24435,0,127.62,-0.211855,0,149.46,-0.04019,0,400,1,173.08,0,130.58,-0.175225,0,130.58,-0.175225,0,152.84,-0.02936,0,400,1,173.08,0,131.04,-0.17,0,131.04,-0.17,0,138.58,-0.09975,0,800,1,173.08,0,131.04,-0.17,0,131.84,-0.16138,0,132.8,-0.15142,0,800,1,173.08,0,131.04,-0.17,0,153.1,-0.02867,0,153.1,-0.02867,0,1173,1,173.08,0,131.04,-0.17,0,131.84,-0.16138,0,164.9,-0.00831,0,3481,1,175.9,0,131.04,-0.17,0,135.2,-0.127965,0,136.72,-0.11471,0,200,1,170.74,0,131.04,-0.17,0,135.2,-0.127965,0,164.9,-0.00831,0
